Player Name,Team,League,POS,GP,MIN,ST,ON,OFF,Y,YR,R,G,A,SA,AOP,ASP,S,SOG,INT,CR,ACR,CC,BCC,CCOP,CCSP,BLK,TKL,TKLW,FC,FS,P,AP,ACRO,AW,BR,DR,DW,EG,ES,IBS,IBSOG,IBG,OBS,OBSOG,OBG,AOG,APW,DSP,OWN,TOUCH,TBOX,PFT,DL,AFZP,BLKCR,PENT,CLROL,POSL,LPOPP,PK,PKG,PKM,PKSVD,FKCR,FKACR,CRN,CRNCR,CRNW,FKS,FKSOG,FKG,GC,CS,SV,IBSV,OBSV,AKS,PKC,PKF,PKSV,CL,ECL,PUNCH,ALB,ATB,LMT,TOFF,BCM,BCS,ATTDR
Islam Slimani,OL,FRAN,F,18,569,4,14,2,0,0,1,3,1,0,1,0,18,7,1,3,1,11,3,10,0,1,7,5,13,6,174,235,1,15,14,4,32,0,0,17,6,2,1,1,1,0,0,7,0,329,48,81,51,132,0,14,0,88,3,0,0,0,0,0,0,0,0,1,0,0,0,5,1,0,0,0,0,0,0,0,6,6,0,2,0,0,6,3,1,9
Danilo Cataldi,LAZ,SERI,M,19,559,4,15,4,4,0,0,0,0,0,0,0,6,2,9,30,7,5,0,4,1,1,7,2,9,4,340,394,4,1,64,8,20,0,0,3,0,0,3,2,0,0,0,2,0,488,9,87,31,193,1,40,0,87,40,0,0,0,0,5,0,19,16,2,0,0,0,14,0,0,0,0,0,1,0,0,6,6,0,14,0,0,0,0,0,9
Federico Bonazzoli,TOR,SERI,F,20,552,4,16,1,2,0,0,2,2,0,2,0,21,5,2,1,0,4,1,2,0,0,6,4,11,19,129,154,0,4,21,8,37,0,0,14,5,2,7,0,0,0,0,8,0,257,27,48,46,82,0,3,0,56,4,0,0,0,0,0,0,0,0,4,0,0,0,24,0,0,0,0,0,0,0,0,3,3,0,12,0,0,4,1,0,15
Martin Merquelanz,RSO,LIGA,M,13,541,4,9,0,0,0,0,0,1,0,0,1,11,4,3,47,13,9,3,6,2,1,9,3,4,13,157,202,3,5,31,6,32,0,0,6,1,0,5,3,0,0,0,8,0,358,19,66,27,113,0,46,0,110,3,0,0,0,0,4,1,25,20,10,1,1,0,12,1,0,0,0,0,0,0,0,4,4,0,7,0,0,2,2,0,10
Ilaix Moriba,BAR,LIGA,M,14,538,4,10,4,1,0,0,1,2,0,2,0,13,3,5,1,0,7,1,5,0,1,14,6,16,19,339,370,0,13,20,17,63,1,0,9,2,0,4,1,1,0,0,9,0,495,24,112,41,234,0,7,0,57,11,0,0,0,0,0,0,0,0,1,0,0,0,6,0,0,0,0,0,0,0,0,4,4,0,6,0,0,0,0,0,19
Alfred Finnbogason,FCA,BUND,F/M,17,534,4,13,3,0,0,0,0,1,0,1,0,13,6,1,4,1,9,1,8,0,1,2,1,10,5,109,172,1,9,18,4,20,0,0,12,6,0,1,0,0,0,0,10,0,262,34,36,38,64,0,12,0,100,10,2,0,2,0,0,0,1,0,3,0,0,0,8,0,0,0,0,0,0,0,0,4,4,0,10,1,0,0,4,0,5
Miguel Baeza,CEL,LIGA,M,22,529,4,18,4,0,0,0,1,0,1,0,0,11,3,3,12,4,8,1,7,1,0,7,6,5,8,160,195,2,8,21,2,25,0,0,10,3,1,1,0,0,0,0,3,0,283,19,56,32,103,0,17,0,67,5,0,0,0,0,2,0,8,5,2,0,0,0,13,0,0,0,0,0,0,0,0,2,2,0,12,1,0,2,1,1,8
Kevin Stoger,M05,BUND,M,19,529,4,15,3,3,0,0,3,0,0,0,0,9,4,6,44,13,11,0,7,4,0,12,6,13,17,248,336,6,2,50,5,36,0,0,6,4,3,3,0,0,0,0,5,0,482,9,89,34,181,0,69,0,137,21,0,0,0,0,10,3,19,17,3,0,0,0,8,0,0,0,0,0,0,0,0,4,4,0,18,0,0,1,0,2,5
Mehdi Bourabia,SAS,SERI,M,15,520,4,11,2,2,0,0,1,0,0,0,0,9,3,12,5,0,2,0,2,0,6,6,5,15,6,301,356,0,14,43,8,34,0,0,3,0,0,6,3,1,0,0,4,0,467,4,61,36,154,0,10,0,83,13,0,0,0,0,0,0,2,2,1,3,2,1,11,1,0,0,0,0,1,0,0,8,8,0,10,0,0,0,0,0,15
Alex Dobre,DIJ,FRAN,M,22,516,4,18,4,0,0,0,0,0,0,0,0,9,1,10,4,0,4,0,4,0,0,12,5,5,6,120,164,0,11,32,13,42,0,0,6,1,0,3,0,0,0,0,9,0,281,15,36,41,78,1,5,0,84,9,0,0,0,0,0,0,0,0,4,0,0,0,16,0,0,0,0,0,0,0,0,2,2,0,0,0,0,1,1,0,23
Donny van de Beek,MUN,EPL,M,19,513,4,15,1,1,0,0,1,1,0,1,0,2,1,6,0,0,3,1,2,0,1,15,10,5,6,235,273,0,2,38,8,31,0,0,1,1,1,1,0,0,0,1,8,0,370,27,66,29,129,1,2,0,60,16,0,0,0,0,0,0,0,0,3,0,0,0,12,0,0,0,0,0,0,0,0,6,6,0,6,0,0,0,0,1,11
Dwight Gayle,NEW,EPL,F,18,505,4,14,3,0,0,0,1,1,0,1,0,16,7,1,5,1,6,0,5,0,1,2,0,6,6,92,108,1,11,9,1,20,0,0,15,7,1,1,0,0,0,0,1,0,166,25,31,31,58,0,5,1,32,2,0,0,0,0,0,0,0,0,1,1,0,0,9,0,0,0,0,0,0,0,0,2,2,0,0,0,0,3,5,0,2
Roberto Lopez,RSO,LIGA,M,17,498,4,13,3,0,0,0,3,0,0,0,0,14,5,4,34,6,7,2,5,2,0,5,1,2,5,169,213,1,5,34,5,20,0,0,3,1,1,11,4,2,0,0,4,0,313,10,69,20,119,1,45,0,86,10,0,0,0,0,6,1,17,16,7,2,1,1,6,0,0,0,0,0,0,0,0,5,5,0,6,0,0,1,0,0,7
Oscar,SEV,LIGA,F/M,20,498,4,16,4,1,0,0,0,0,0,0,0,10,2,10,38,8,11,1,7,4,0,15,9,13,11,248,296,2,7,40,12,45,0,0,4,1,0,6,1,0,0,0,7,0,439,25,74,44,179,0,50,0,111,16,0,0,0,0,6,1,22,19,9,1,0,0,7,0,0,0,0,0,0,0,0,1,1,0,13,0,0,0,0,0,22
Pol Lirola,FIO,SERI,D,12,495,4,8,2,3,0,0,0,1,0,1,0,2,0,6,22,4,6,1,5,0,3,13,8,4,3,163,218,4,3,30,10,29,0,0,2,0,0,0,0,0,0,0,4,0,358,12,41,24,90,1,29,0,97,11,0,0,0,0,0,0,0,0,4,0,0,0,10,0,0,0,0,0,0,0,0,8,8,0,9,0,0,1,0,0,16
Yannik Keitel,SCF,BUND,M,12,494,4,8,3,1,0,0,0,0,0,0,0,8,1,10,0,0,3,0,3,0,3,12,8,12,6,155,200,0,14,33,3,35,0,0,1,0,0,7,1,0,0,0,7,0,292,5,30,30,62,1,4,0,66,13,0,0,0,0,0,0,0,0,1,0,0,0,10,0,0,0,0,0,0,0,0,7,7,0,8,0,0,0,0,0,6
Warren Tchimbembe,MET,FRAN,M,15,489,4,11,4,0,0,0,0,0,0,0,0,6,1,2,5,1,1,0,1,0,1,7,4,3,5,209,252,1,6,30,4,22,0,0,3,0,0,3,1,0,0,0,5,0,316,7,31,20,87,1,5,0,60,19,0,0,0,0,0,0,1,0,1,0,0,0,8,0,0,0,0,0,0,0,0,2,2,0,11,0,0,0,0,0,4
Maxime Poundje,GIR,FRAN,D,14,487,4,10,3,1,0,0,0,0,0,0,0,1,0,11,25,1,1,0,1,0,3,10,7,3,9,154,194,1,16,17,8,43,0,0,0,0,0,1,0,0,0,0,9,0,337,1,18,28,70,2,16,0,87,21,0,0,0,0,0,0,0,0,6,0,0,0,6,0,0,0,0,0,0,0,0,3,3,0,3,0,0,0,0,0,10
Borja Valero,FIO,SERI,M,20,479,4,16,4,3,0,0,0,0,0,0,0,5,0,6,2,0,2,0,2,0,1,13,9,10,15,267,292,0,1,41,6,35,0,0,1,0,0,4,0,0,0,0,11,0,395,6,73,46,174,0,9,0,59,29,0,0,0,0,0,0,2,0,1,0,0,0,8,0,0,0,0,0,0,0,0,2,2,0,12,0,0,1,0,0,14
Juan Francisco Brunetta,PAR,SERI,M,12,473,4,8,4,3,0,0,1,2,0,0,2,10,5,1,24,8,8,1,3,3,0,2,2,11,16,143,165,1,3,25,13,34,0,0,5,3,1,5,2,0,0,0,8,0,289,19,40,39,96,0,26,0,78,11,0,0,0,0,6,2,12,12,3,1,0,0,9,0,0,0,0,0,0,0,0,2,2,0,11,0,0,1,2,1,25
Javi Martinez,FCB,BUND,M,19,457,4,15,2,0,0,0,0,0,0,0,0,2,0,13,2,0,1,1,1,0,4,10,5,2,7,345,385,0,20,34,1,37,0,0,2,0,0,0,0,0,0,0,3,0,470,5,60,18,170,1,6,0,50,46,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,18,18,0,24,0,0,0,1,0,1
Hiang'a Mbock,BRE,FRAN,M,12,454,4,8,2,1,0,0,0,0,0,0,0,4,1,3,0,0,1,0,1,0,0,4,3,9,3,196,214,0,9,16,9,25,0,0,1,0,0,3,1,0,0,0,6,0,275,2,32,28,74,0,2,0,35,16,0,0,0,0,0,0,0,0,1,1,0,0,10,0,0,0,0,0,0,0,0,6,6,0,20,0,0,0,0,0,10
Kenan Kodro,VLD,LIGA,F,14,453,4,10,4,1,0,0,0,0,0,0,0,6,1,2,0,0,4,0,4,0,1,0,0,7,6,74,113,0,23,7,4,33,0,0,5,1,0,1,0,0,0,1,9,0,177,17,21,55,44,0,2,0,65,5,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,6,6,0,5,0,0,2,2,0,10
Cifu,ELC,LIGA,D,11,449,4,7,2,1,0,0,0,0,0,0,0,3,0,8,10,1,0,0,0,0,1,10,7,6,6,124,163,1,5,30,2,23,0,0,1,0,0,2,0,0,0,0,3,0,286,2,23,29,58,0,7,0,74,15,0,0,0,0,0,0,0,0,5,0,0,0,10,0,0,0,0,0,0,0,0,10,10,0,4,0,0,0,0,0,7
Keita Endo,FCU,BUND,M,16,449,4,12,4,0,0,0,1,0,0,0,0,8,3,6,9,3,7,4,7,0,2,8,3,9,13,72,102,3,5,26,5,31,0,0,7,3,1,1,0,0,0,0,4,0,189,18,22,35,47,0,9,0,56,3,0,0,0,0,0,0,0,0,2,0,0,0,6,0,0,0,0,0,0,0,0,4,4,0,2,0,0,2,2,1,12
Jeremie Frimpong,LEV,BUND,M/D,10,434,4,6,3,1,0,0,0,0,0,0,0,3,0,1,21,4,4,2,4,0,0,7,4,8,12,191,221,4,5,14,15,39,0,0,3,0,0,0,0,0,0,0,16,0,394,15,71,52,114,0,20,0,97,10,0,0,0,0,0,0,0,0,5,0,0,0,8,1,0,0,0,0,0,0,0,7,7,0,7,0,0,0,0,0,27
Jason,VAL,LIGA,M,17,433,4,13,2,2,1,1,0,0,0,0,0,5,0,10,15,3,7,1,7,0,1,9,3,6,15,78,114,3,5,23,8,37,0,0,2,0,0,3,0,0,0,0,6,0,246,7,30,44,55,0,12,0,89,5,0,0,0,0,0,0,0,0,5,0,0,0,7,0,0,0,0,0,0,0,0,4,4,0,2,1,0,0,0,0,20
Melvin Bard,OL,FRAN,D,14,426,4,10,1,0,0,1,0,0,0,0,0,2,1,6,22,4,4,1,4,0,2,12,8,8,6,251,305,4,12,38,8,37,0,0,2,1,0,0,0,0,0,1,1,0,472,10,76,30,164,3,17,0,95,18,0,0,0,0,0,0,0,0,4,0,0,0,5,1,0,0,0,0,0,0,0,11,11,0,3,0,0,0,0,0,11
Andrej Galabinov,SPE,SERI,F,12,424,4,8,2,0,0,0,3,1,0,1,0,8,4,0,2,0,3,0,2,0,0,2,1,5,4,73,99,0,11,6,2,18,0,0,7,4,3,1,0,0,0,0,17,0,161,17,26,42,41,0,7,0,56,1,1,0,0,1,0,0,0,0,1,0,0,0,12,1,0,0,0,0,0,0,0,5,5,0,4,0,0,3,3,3,2
Stefano Sturaro,VER,SERI,M,10,422,4,6,3,5,0,0,0,0,0,0,0,1,0,5,5,1,0,0,0,0,1,4,3,17,6,132,173,1,7,16,1,18,0,0,0,0,0,1,0,0,0,0,6,0,236,4,27,39,72,2,11,0,58,9,0,0,0,0,0,0,0,0,1,0,0,0,5,0,0,0,0,0,0,0,0,8,8,0,12,0,0,0,0,0,3
Niko Giesselmann,FCU,BUND,M,13,422,4,9,1,3,0,0,0,0,0,0,0,4,0,8,24,3,3,0,2,1,3,12,9,4,10,128,191,2,9,23,0,31,1,0,1,0,0,3,0,0,0,0,2,0,327,4,30,23,65,1,32,0,97,20,0,0,0,0,4,1,0,0,0,0,0,0,6,1,0,0,0,0,0,0,0,12,12,0,12,0,0,1,0,0,2
Ibai Gomez,ATH,LIGA,M,13,421,4,9,4,0,0,0,0,1,0,0,1,5,0,2,25,6,7,2,4,2,0,6,4,2,1,101,131,2,6,19,4,17,0,0,2,0,0,3,0,0,0,0,5,0,205,7,43,18,70,2,27,0,61,4,0,0,0,0,6,2,8,6,3,0,0,0,5,0,0,0,0,0,0,0,0,2,2,0,7,0,0,1,0,0,5
M'Baye Niang,REN,FRAN,F,9,420,4,5,4,0,0,0,1,0,0,0,0,11,2,1,1,0,2,0,2,0,0,3,2,13,11,51,78,0,13,12,1,28,0,0,10,2,1,1,0,0,0,0,6,0,150,23,17,39,29,0,3,0,59,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,1,0,7
Mert Cetin,VER,SERI,D,6,418,4,2,1,1,0,0,0,0,0,0,0,2,0,14,1,0,0,0,0,0,6,8,4,6,4,137,172,0,16,32,3,31,1,0,2,0,0,0,0,0,0,0,2,0,246,2,17,25,41,0,2,0,45,17,0,0,0,0,0,0,0,0,0,0,0,0,5,2,0,0,0,0,0,0,0,13,13,0,20,0,0,0,0,0,5
Eddie Nketiah,ARS,EPL,F,17,414,4,13,4,0,0,0,2,1,0,1,0,12,5,0,2,1,8,1,7,0,0,3,1,10,11,75,91,1,7,12,7,28,0,0,11,5,2,1,0,0,0,0,5,0,173,29,27,37,38,0,6,0,41,1,0,0,0,0,0,0,0,0,4,0,0,0,6,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,2,12
Benno Schmitz,KOE,BUND,D,12,413,4,8,2,0,0,0,0,1,0,1,0,4,1,6,13,1,5,0,2,2,2,14,7,8,6,133,187,0,4,25,0,24,0,0,2,1,0,2,0,0,0,0,1,0,303,6,37,23,70,0,18,0,81,22,0,0,0,0,1,1,0,0,3,0,0,0,9,0,0,0,0,0,0,0,0,7,7,0,13,0,0,0,0,0,0
Morgan Gibbs-White,WOL,EPL,F/M,11,410,4,7,3,1,0,0,1,0,0,0,0,10,4,3,11,0,8,0,7,1,0,9,7,5,10,191,222,0,2,27,8,29,0,0,5,3,1,5,1,0,0,0,5,0,329,12,74,29,135,0,14,0,75,8,0,0,0,0,1,0,1,1,4,0,0,0,6,0,0,0,0,0,0,0,0,1,1,0,9,0,0,1,1,0,13
Farid El Melali,SCO,FRAN,F/M,17,405,4,13,4,1,0,0,1,0,0,0,0,13,5,6,8,0,2,0,2,0,0,9,5,8,15,106,131,0,2,30,22,48,0,0,7,3,1,6,2,0,0,1,15,0,283,19,33,58,60,1,11,0,85,4,0,0,0,0,0,0,0,0,2,0,0,0,8,0,0,0,0,0,0,0,0,1,1,0,6,0,0,1,2,0,39
Axel Tuanzebe,MUN,EPL,D,9,402,4,5,1,2,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,5,13,7,6,2,233,263,0,6,30,0,21,0,0,0,0,0,0,0,0,0,0,1,1,327,0,17,15,60,3,0,0,37,20,0,0,0,0,0,0,0,0,1,0,0,0,8,0,0,0,0,0,0,0,0,15,15,0,17,0,0,0,0,0,2
Sami Khedira,BSC,BUND,M,9,394,4,5,4,1,0,0,0,1,0,1,0,1,0,9,1,1,3,2,2,0,0,11,6,7,4,181,218,1,5,26,2,22,0,0,0,0,0,1,0,0,0,0,2,0,270,4,21,15,53,0,8,0,47,7,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,7,7,0,9,0,0,0,0,0,2
Nemanja Radonjic,OM,FRAN,F/M,12,394,4,8,4,2,0,0,2,1,0,1,0,12,7,3,7,1,6,0,5,0,0,6,5,3,3,80,128,1,3,24,10,22,0,0,9,6,2,3,1,0,0,0,16,0,230,22,41,50,61,1,8,0,96,4,0,0,0,0,0,0,2,2,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,1,2,20
Carlos Fernandez,RSO,LIGA,F,11,388,4,7,4,5,0,0,1,2,0,2,0,7,4,0,3,0,6,1,4,0,1,3,2,18,9,74,111,0,15,21,4,29,0,0,6,3,1,1,1,0,0,0,8,0,196,14,27,58,45,0,7,0,74,5,0,0,0,0,0,0,0,0,5,0,0,0,7,0,0,0,0,0,1,0,0,6,6,0,3,1,0,0,2,0,10
Aleksandar Kolarov,INT,SERI,M/D,7,387,4,3,0,0,0,0,0,1,0,0,1,6,2,7,18,3,6,3,4,1,0,4,4,3,4,295,334,1,11,30,0,19,0,0,0,0,0,6,2,0,0,0,0,0,404,1,60,13,155,2,23,0,62,28,0,0,0,0,3,1,7,6,3,0,0,0,10,0,0,0,0,0,1,0,0,6,6,0,17,0,0,0,0,0,3
Andy Carroll,NEW,EPL,F,18,383,4,14,4,1,0,0,1,0,0,0,0,14,2,0,0,0,2,0,2,0,0,3,1,12,10,84,136,0,52,7,2,67,0,0,12,2,1,2,0,0,0,0,3,0,219,21,37,48,66,0,5,0,77,7,0,0,0,0,0,0,0,0,4,0,0,0,8,0,0,0,0,0,0,0,0,14,14,0,5,0,0,4,0,0,4
Tahith Chong,SVW,BUND,F,13,382,4,9,3,1,0,0,0,1,0,1,0,9,1,5,10,2,6,1,5,0,0,11,6,13,14,76,118,2,1,33,10,36,0,0,4,1,0,5,0,0,0,0,9,0,238,12,25,41,54,0,10,0,89,5,0,0,0,0,0,0,0,0,4,0,0,0,8,0,0,0,0,0,1,0,0,1,1,0,4,0,0,0,0,0,21
Luca Kilian,M05,BUND,D,6,380,4,2,0,1,0,0,0,0,0,0,0,1,0,13,0,0,1,0,1,0,1,14,7,4,3,185,212,0,15,17,0,32,0,0,1,0,0,0,0,0,0,0,0,0,266,2,8,18,36,0,0,0,27,24,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,12,12,0,14,0,0,0,0,0,0
Jacopo Sala,SPE,SERI,M/D,6,377,4,2,3,1,0,0,0,0,0,0,0,0,0,5,14,3,2,2,2,0,2,17,9,7,4,199,227,3,4,23,3,28,0,0,0,0,0,0,0,0,0,0,1,0,331,3,32,28,79,0,17,0,51,27,0,0,0,0,0,0,0,0,3,0,0,0,15,0,0,0,0,0,0,0,0,6,6,0,8,0,0,0,0,0,6
Matthew Longstaff,NEW,EPL,M,5,377,4,1,1,0,0,0,0,0,0,0,0,0,0,7,4,2,2,0,2,0,0,3,2,3,5,115,139,2,5,24,2,15,0,0,0,0,0,0,0,0,0,0,1,0,181,1,19,14,44,0,4,0,31,6,0,0,0,0,0,0,1,1,0,0,0,0,8,1,0,0,0,0,0,0,0,2,2,0,3,0,0,0,0,0,2
Paul Akouokou,BET,LIGA,M,10,377,4,6,2,3,1,1,0,0,0,0,0,0,0,6,2,1,2,1,2,0,1,11,8,11,2,169,185,1,10,29,3,26,0,0,0,0,0,0,0,0,0,0,2,0,237,0,28,25,82,1,2,0,23,21,0,0,0,0,0,0,0,0,1,0,0,0,3,1,0,0,0,0,0,0,0,6,6,0,9,0,0,0,0,0,4
Andrea Poli,BOL,SERI,M,18,373,4,14,4,1,0,0,1,0,0,0,0,3,2,7,2,1,6,1,6,0,1,9,7,5,7,190,209,1,0,27,5,21,0,0,3,2,1,0,0,0,0,0,3,1,293,7,55,21,101,2,7,0,35,15,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,5,5,0,2,0,0,0,1,1,6
Joshua Onomah,FUL,EPL,M,11,372,4,7,3,1,0,0,0,0,0,0,0,6,1,2,2,0,1,0,1,0,2,11,8,12,0,153,170,0,4,18,2,17,0,0,4,0,0,2,1,0,0,0,9,0,226,5,50,33,91,0,5,0,39,12,0,0,0,0,0,0,0,0,1,0,0,0,12,0,0,0,0,0,0,0,0,1,1,0,4,0,0,0,0,0,2
Paolo Farago,CAG,SERI,D,8,367,4,4,2,2,0,0,0,0,0,0,0,3,0,6,11,5,5,1,5,0,2,13,9,7,1,155,179,5,5,19,2,21,0,0,2,0,0,1,0,0,0,0,1,0,287,6,36,23,84,2,13,0,46,17,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,13,13,0,7,0,0,0,0,0,5
Augusto,CAD,LIGA,F/M,12,366,4,8,4,1,0,0,0,0,0,0,0,0,0,9,1,0,0,0,0,0,1,11,3,5,2,91,118,0,4,20,2,19,0,0,0,0,0,0,0,0,0,0,5,0,173,3,18,25,47,0,2,0,40,8,0,0,0,0,0,0,0,0,1,0,0,0,9,0,0,0,0,0,0,0,0,5,5,0,7,0,0,0,0,0,3
Marc-Aurele Caillard,MET,FRAN,G,5,361,4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,42,75,0,1,32,0,2,0,0,0,0,0,0,0,0,0,0,0,0,124,0,4,1,11,0,0,0,35,11,0,0,0,0,0,0,0,0,0,0,0,0,10,0,13,6,7,1,1,3,0,4,4,2,12,0,0,0,0,0,0
Lennart Grill,LEV,BUND,G,4,360,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,115,135,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,181,0,1,0,4,0,0,0,20,4,0,0,0,0,0,0,0,0,0,0,0,0,7,1,14,10,4,2,0,0,0,5,5,3,12,0,0,0,0,0,0
Florian Flick,S04,BUND,M/D,4,360,4,0,0,1,0,0,1,0,0,0,0,1,1,7,1,0,0,0,0,0,3,10,7,4,2,73,94,0,2,26,0,14,0,1,1,1,1,0,0,0,0,0,1,0,140,1,9,24,26,0,1,0,28,10,0,0,0,0,0,0,0,0,2,0,0,0,10,0,0,0,0,0,0,0,0,5,5,0,7,0,0,0,0,1,3
Carlos Dominguez,CEL,LIGA,D,4,360,4,0,0,2,0,0,0,0,0,0,0,1,1,6,0,0,2,0,2,0,3,5,4,7,2,126,157,0,11,10,0,18,0,0,1,1,0,0,0,0,0,0,0,0,206,4,10,22,32,0,2,0,33,14,0,0,0,0,0,0,0,0,1,0,0,0,6,1,0,0,0,0,0,0,0,24,24,0,10,0,0,0,0,0,0
David Gil,CAD,LIGA,G,4,360,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,38,113,0,1,37,0,1,0,0,0,0,0,0,0,0,0,0,0,0,141,0,10,1,30,0,2,0,75,30,0,0,0,0,0,0,0,0,0,0,0,0,10,0,7,7,0,0,0,1,0,6,6,4,34,0,0,0,0,0,0
Federico Ravaglia,BOL,SERI,G,4,360,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,99,120,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150,0,2,1,7,0,0,0,21,7,0,0,0,0,0,0,0,0,0,0,0,0,10,0,10,8,2,1,0,1,0,2,2,0,16,0,0,0,0,0,0
Bailey Peacock-Farrell,BRN,EPL,G,4,360,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,53,106,0,0,23,0,1,0,0,0,0,0,0,0,0,0,0,0,0,126,0,16,0,39,0,3,0,55,39,0,0,0,0,0,0,0,0,0,0,0,0,14,0,10,8,2,2,0,0,0,1,1,1,43,0,0,0,0,0,0
Guglielmo Vicario,CAG,SERI,G,4,360,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,56,89,0,0,28,0,1,0,0,0,0,0,0,0,0,0,0,0,0,127,0,0,0,21,0,0,0,33,21,0,0,0,0,0,0,0,0,0,0,0,0,6,1,15,9,6,0,0,0,0,3,3,2,29,0,0,0,0,0,0
Alessandro Deiola,SPE,SERI,M,12,357,4,8,4,1,0,0,0,0,0,0,0,5,1,3,8,4,8,1,5,3,1,6,3,6,5,112,147,0,3,21,2,16,0,0,3,0,0,2,1,0,0,0,2,0,194,7,30,19,62,0,7,0,47,7,0,0,0,0,2,1,5,4,2,1,0,0,6,0,0,0,0,0,0,0,0,1,1,0,9,0,0,0,0,0,2
Gabriel Silva,ASS,FRAN,D,4,356,4,0,1,1,0,0,0,0,0,0,0,0,0,6,10,5,3,0,3,0,1,7,6,5,7,151,178,5,5,18,2,21,0,0,0,0,0,0,0,0,0,0,1,0,274,1,23,16,65,0,14,0,48,16,0,0,0,0,0,0,0,0,1,0,0,0,4,0,0,0,0,0,1,0,0,8,8,0,6,0,0,0,0,0,5
Gabriele Moncini,BEN,SERI,F,10,356,4,6,4,0,0,0,0,0,0,0,0,8,1,2,0,0,3,0,3,0,0,2,1,9,10,52,86,0,11,18,4,26,0,0,6,1,0,2,0,0,0,0,3,0,146,14,14,32,27,0,0,0,52,3,0,0,0,0,0,0,0,0,2,0,0,0,9,0,0,0,0,0,0,0,0,4,4,0,3,0,0,1,0,0,6
Iago Falque,BEN,SERI,F,11,354,4,7,4,0,0,0,1,1,0,1,0,11,1,0,29,6,13,1,11,1,1,4,2,0,3,150,180,4,1,27,7,15,0,0,5,0,0,6,1,1,0,0,6,0,280,17,65,26,115,0,45,0,80,5,0,0,0,0,2,0,11,10,5,0,0,0,7,0,0,0,0,0,0,0,0,1,1,0,6,1,0,0,0,0,17
Hidde ter Avest,UDI,SERI,M/D,6,350,4,2,1,0,0,0,0,0,0,0,0,0,0,2,16,0,0,0,0,0,1,5,2,3,2,124,159,0,1,19,3,11,0,0,0,0,0,0,0,0,0,0,0,0,239,3,37,9,78,1,14,0,66,14,0,0,0,0,0,0,0,0,2,0,0,0,7,0,0,0,0,0,0,0,0,4,4,0,8,1,0,1,0,0,4
Antonino La Gumina,SAM,SERI,F,9,339,4,5,3,0,0,0,0,0,0,0,0,11,1,3,4,0,1,0,1,0,1,3,2,5,6,45,62,0,11,9,5,25,0,0,10,1,0,1,0,0,0,0,5,0,139,19,20,36,34,0,5,0,47,0,0,0,0,0,0,0,0,0,2,0,0,0,6,0,0,0,0,0,0,0,0,5,5,0,0,0,0,2,0,0,6
Federico Marchetti,GEN,SERI,G,4,335,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,97,120,0,0,27,0,1,0,1,0,0,0,0,0,0,0,0,0,0,151,0,0,1,7,0,0,0,23,7,0,0,0,0,0,0,0,0,0,0,0,0,11,0,7,4,3,1,0,0,0,4,4,2,15,0,0,0,0,0,0
Ivor Pandur,VER,SERI,G,4,333,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,92,0,1,23,0,1,0,0,0,0,0,0,0,0,0,0,0,0,114,0,3,0,15,0,0,0,45,15,0,0,0,0,0,0,0,0,0,0,0,0,6,0,7,6,1,0,0,0,0,1,1,1,18,0,0,0,0,0,0
Ebrima Darboe,ROM,SERI,M,5,326,4,1,3,2,0,0,0,0,0,0,0,3,0,8,0,0,2,0,2,0,0,5,2,3,3,248,264,0,2,40,3,13,0,1,0,0,0,3,0,0,0,0,1,0,299,0,41,16,123,0,2,0,21,23,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,4
